Month,DayofMonth,DayOfWeek,DepTime,Distance,dep_delayed_15min
65060,5,20,5,2002,2693,0
89596,5,14,7,1802,337,0
95469,2,18,5,1808,871,0
5611,3,11,6,1429,1050,0
97327,11,25,6,1807,644,0
91792,2,16,4,18,733,1
97331,3,17,4,2308,760,1
43595,4,6,4,929,106,0
91222,7,15,5,1758,869,0
59435,1,31,1,1227,1750,0
22105,12,12,1,2005,671,0
96999,6,1,3,1250,636,0
88683,3,7,2,2257,412,1
94007,7,29,6,1146,425,0
8266,5,5,5,2234,405,1
55624,4,8,5,852,1471,0
707,2,2,4,1644,533,0
53396,2,4,6,2127,215,0
75270,8,26,6,856,226,0
47942,10,30,7,1513,936,0
21028,10,2,1,724,83,0
22606,7,20,3,1440,239,0
79593,12,26,1,1427,632,1
71479,12,19,1,621,603,1
45649,11,23,4,2028,1709,0
39725,3,16,3,1043,416,0
6962,6,25,6,1337,639,0
34568,11,1,3,1557,1208,0
62883,4,28,5,2305,2296,0
32838,11,17,4,614,153,0
13680,11,6,7,1429,193,0
90523,5,24,2,910,745,0
93681,12,13,3,2118,137,0
52629,12,12,1,1618,192,1
27893,5,31,3,732,859,0
56914,11,16,3,1245,152,0
86196,7,11,2,936,1347,1
8919,4,10,1,1847,237,1
37718,7,21,4,1030,647,0
27778,5,26,5,2029,418,0
33816,12,23,6,2016,896,1
39925,11,29,3,1655,389,1
53083,3,16,4,948,82,0
63975,7,26,2,1941,2454,0
17768,4,15,6,1650,1372,0
37217,7,22,6,1012,1033,0
71679,7,5,2,2032,247,1
71097,3,28,1,1301,1174,0
67062,5,12,4,1214,501,0
4379,8,28,1,1847,1891,1
55452,9,23,5,1010,906,1
86030,5,4,4,1727,992,0
49816,10,13,4,539,228,0
75826,7,1,5,1627,72,1
38876,8,18,5,2130,229,0
88232,5,18,4,705,1166,0
77991,4,22,5,630,236,0
92213,4,28,5,1521,334,0
82375,1,8,7,1329,298,1
15627,1,4,3,1727,213,0
82338,6,25,6,1045,318,0
12924,2,12,6,911,1127,0
80310,9,3,7,1945,528,0
21741,4,27,4,1710,347,0
81305,3,24,4,1840,925,1
75390,5,15,7,2022,181,0
66748,8,8,2,1140,1635,0
93821,10,25,2,1954,499,1
35165,8,7,7,1400,67,0
88113,2,22,2,1210,2133,0
99123,6,7,3,547,745,0
53884,11,21,1,656,309,0
9794,1,3,1,1927,987,0
93545,5,10,2,1323,1235,0
95728,4,9,6,800,337,0
96625,2,1,3,1300,174,0
26871,7,22,5,1439,794,1
70469,11,26,6,1442,368,0
58037,5,31,2,1906,2419,0
50479,8,8,1,751,697,0
89009,11,26,6,658,1107,0
75180,9,24,7,1705,766,0
69198,5,24,3,1542,299,1
6846,2,21,1,721,658,0
60383,5,13,6,1404,673,0
83493,1,17,2,1107,357,0
56279,12,7,3,1713,479,0
74120,2,16,3,1840,772,0
50599,7,17,7,600,614,0
40025,11,12,6,1921,432,1
66478,5,15,1,1337,545,0
35500,12,9,5,1040,1199,1
35016,8,17,4,1519,594,0
60541,4,9,7,1655,227,1
85542,10,20,4,1920,443,0
96242,10,27,4,1055,342,0
61992,4,17,7,1910,191,0
11785,4,17,1,1935,462,0
19239,10,17,2,717,283,0
85212,3,13,7,2140,289,1
41101,8,8,1,1631,422,0
83491,4,5,3,525,102,0
68124,7,4,1,1347,386,0
51849,5,31,2,2059,441,0
4828,5,18,3,530,641,0
44593,6,12,1,930,2182,0
75038,11,21,2,700,248,0
63178,9,12,1,1737,467,0
46957,6,14,3,1755,109,0
33233,9,11,1,1210,895,0
57560,10,6,5,1105,1195,1
5717,12,4,7,1225,848,0
56294,9,25,1,1340,331,0
66904,4,25,1,1453,644,0
4917,12,31,7,1853,228,0
90243,2,15,2,1300,239,0
80017,11,2,4,1812,867,0
15604,8,28,7,1616,1616,0
24952,4,25,1,1730,337,0
76588,7,23,6,644,641,0
25991,6,8,4,1521,100,1
63987,11,25,5,1625,431,0
12497,6,9,4,1627,214,0
96494,4,6,3,900,1041,1
22324,7,4,1,1443,589,0
38861,7,9,6,1345,1056,0
85784,10,27,5,1801,500,1
40753,2,22,3,702,601,0
22499,12,6,3,806,438,1
51641,8,24,3,1855,689,1
72207,9,28,4,816,207,1
40526,1,19,4,1249,744,0
71029,9,20,3,711,2075,0
29637,1,28,6,1636,1449,0
39308,6,18,7,705,508,0
44813,3,1,3,625,1710,0
67456,9,21,3,1535,205,0
86777,10,4,3,802,100,0
45119,3,27,1,1723,852,0
213,9,18,7,1622,615,0
88139,4,23,6,1846,599,0
73009,5,31,2,2115,472,0
43185,6,27,1,1728,1532,0
77743,12,23,6,552,533,0
46624,11,29,2,1805,245,0
28218,3,7,2,659,392,0
19478,1,1,6,2050,888,1
25319,4,4,1,1405,1092,0
9566,5,25,3,2147,325,1
4935,4,12,3,1355,109,0
60126,2,16,4,1650,584,0
8763,3,20,7,745,2327,0
45794,8,14,1,1525,1545,0
20965,12,16,6,611,1062,0
34468,2,28,1,1925,329,0
94557,9,11,1,1010,169,0
22141,10,17,2,639,325,0
96358,9,13,3,711,1756,0
63331,11,21,1,1126,599,0
78007,3,14,1,1933,919,0
37067,9,5,1,1739,1282,0
94596,7,12,2,1009,2762,0
13500,11,14,1,801,406,0
63218,8,15,2,1453,391,0
73215,1,8,6,1108,127,0
68818,12,16,6,910,160,0
19258,8,9,2,1756,2586,1
48672,3,15,3,1700,1709,0
48133,8,3,4,743,180,0
33778,4,4,2,1242,728,0
24803,1,2,7,113,2153,0
57760,5,2,2,1716,377,0
6608,5,17,3,1932,814,0
43657,2,11,5,1423,781,0
89624,12,19,1,655,883,0
56525,4,23,7,1901,405,1
81710,2,15,2,731,1130,0
61077,3,13,7,1155,308,0
64176,7,27,4,2024,410,1
5534,4,21,5,1625,304,0
33627,7,27,4,748,2401,0
70601,12,27,2,538,253,0
64232,8,22,1,1420,972,0
87789,6,24,5,644,861,0
5551,2,9,4,839,612,0
68688,11,28,2,1154,175,0
7791,11,5,7,1721,802,1
58545,3,24,5,1410,2398,0
44279,1,10,1,1025,533,0
21657,11,1,2,617,1874,0
76944,2,9,4,1657,1416,0
87852,12,26,1,1149,644,1
71682,8,16,3,1542,1172,0
48328,11,9,3,1725,405,0
90394,6,14,2,1343,36,0
98029,9,18,1,1221,654,0
17936,11,25,6,1920,714,0
84042,12,21,3,1822,228,0
25096,1,15,6,2224,1069,0
73283,1,11,2,1155,564,0
43340,3,10,4,2103,158,0
47948,4,30,6,1431,564,0
51515,5,18,3,1435,336,0
83133,3,7,2,1326,867,0
77229,5,21,7,1820,386,1
1574,1,18,3,1328,2161,1
38976,2,3,4,729,1237,0
89566,11,18,5,630,313,0
9492,8,7,7,2243,214,1
72120,9,5,1,1723,906,1
12317,1,27,4,1501,627,0
17745,6,25,7,1638,616,0
1023,1,24,2,1439,462,0
83938,3,11,6,740,913,0
71599,11,3,5,949,174,0
76960,8,19,6,1349,836,0
81163,12,19,1,1013,151,0
39072,1,31,1,919,349,0
12093,2,22,3,1650,178,0
33751,12,29,5,624,509,0
357,11,25,5,2022,1449,0
9703,5,28,7,1328,429,0
402,5,10,3,1031,417,0
63782,9,20,2,1956,403,0
97777,8,28,7,645,468,0
21670,10,12,3,950,251,0
66955,6,22,3,1854,895,0
58106,6,4,7,1202,181,0
52962,2,2,4,802,307,0
97817,2,28,2,1234,247,0
65802,3,2,3,1834,390,0
41272,3,18,5,2031,198,0
75940,12,26,2,35,1235,0
84504,6,18,6,1239,583,0
80571,10,3,1,1200,140,0
76946,10,5,3,942,223,0
35034,9,19,1,1305,227,1
77561,3,21,2,1915,762,0
66583,5,13,5,1510,587,0
20232,2,11,6,1154,110,0
15193,4,2,7,650,1021,0
47066,7,29,6,1742,541,0
53848,7,24,1,1850,95,0
63099,8,24,4,835,1086,0
63111,12,24,6,1252,1449,0
60074,4,8,6,1750,445,1
65607,6,7,3,2013,151,0
87925,11,13,1,2149,328,0
9425,4,1,5,1503,447,0
5088,4,6,3,1600,308,0
42268,5,23,2,830,870,0
62587,5,6,6,1221,857,1
87961,4,12,2,705,1242,0
88507,1,21,5,1221,685,0
74750,11,10,5,1805,248,0
20382,11,30,3,755,613,0
18518,4,11,2,743,802,0
35263,12,8,4,842,409,0
89775,10,14,5,1931,258,0
2335,5,14,7,2049,236,0
33319,11,25,6,1754,2217,0
27469,5,10,2,650,954,0
38806,10,28,6,603,1117,0
10909,2,25,5,1102,693,0
46271,10,6,5,1712,403,0
90169,10,31,1,959,1671,0
7126,4,30,6,826,201,0
92496,2,14,2,1840,499,0
56280,10,25,3,1837,1515,0
52987,12,1,5,644,1021,0
8439,12,27,2,1951,2133,1
53445,1,17,2,941,1456,0
2585,3,20,7,1713,155,0
33597,2,14,1,1315,248,0
18276,10,15,7,1653,70,0
6304,9,13,2,1457,671,0
77723,2,22,3,2046,1984,0
83442,9,30,6,1124,1493,0
80797,8,7,1,1010,403,0
42341,8,14,7,1400,581,0
76376,7,1,5,1130,1324,0
28440,7,17,7,1010,616,0
51224,12,22,5,1817,443,1
37245,8,18,4,2023,1515,1
86721,4,20,4,1240,399,0
13117,1,30,1,1900,464,0
79453,12,2,6,1822,550,0
17316,9,24,7,1935,345,0
37167,12,3,6,1424,677,0
94088,7,6,3,855,281,0
16869,6,7,2,1615,147,0
8208,2,21,1,505,546,0
31554,12,21,3,734,469,0
24895,6,3,5,1028,240,0
58367,4,22,6,1240,276,0
49838,10,14,6,1247,190,0
33612,8,16,3,1138,446,0
19956,10,23,1,1100,1069,0
93191,10,16,7,1628,1521,1
80774,8,10,3,2226,282,1
88099,8,6,7,643,295,0
39520,8,19,5,2102,2419,0
79916,1,2,1,2020,377,1
82157,1,8,6,741,416,0
61182,3,9,4,1332,196,0
67262,5,13,5,1054,416,0
61848,6,18,6,1414,1747,0
75824,3,9,3,603,153,0
96921,5,31,3,1606,259,1
66289,6,2,4,1505,612,0
24579,2,13,7,1535,361,1
99371,10,16,1,1241,337,1
19721,7,13,3,723,781,0
35227,4,5,3,2110,590,0
53525,12,15,5,2101,997,1
55928,2,10,5,1416,171,0
50357,3,3,5,1242,406,0
49065,8,15,1,1746,304,0
5468,2,5,7,1650,383,0
43676,11,15,3,2140,180,1
25523,11,22,3,600,640,0
96732,10,20,4,1829,158,1
47095,6,23,4,1636,909,1
20297,9,10,6,957,802,0
42875,4,17,7,1009,761,0
86230,11,28,2,1550,651,0
76066,3,19,6,1520,817,0
51068,4,21,4,619,1628,0
38428,1,21,6,650,421,0
31449,3,8,3,649,933,0
66561,12,14,4,1023,366,0
97725,10,18,3,1526,1726,1
887,1,5,4,2147,758,0
18277,3,14,2,2033,160,1
81493,6,4,6,1045,407,0
41298,8,8,2,1433,667,0
74897,7,29,5,530,641,0
2561,3,13,7,857,334,0
97743,3,29,3,810,503,0
80974,4,24,1,1603,462,1
19118,8,17,3,858,1745,0
61303,9,18,1,904,1846,1
43607,7,11,2,1903,56,0
46316,8,23,2,737,1222,0
1940,9,8,4,1430,224,0
98808,11,17,5,1158,248,1
96511,3,13,7,1944,957,1
23431,3,23,3,658,1121,0
72985,4,24,7,545,223,0
44113,4,6,3,1558,606,0
9753,11,13,7,1734,368,0
75829,4,20,4,925,295,0
13079,3,5,6,1027,758,0
80670,4,14,5,2045,797,1
78336,3,24,5,1518,872,0
72719,11,3,5,2000,282,0
45769,7,26,3,840,814,0
62533,4,10,7,1358,214,0
65197,3,3,4,1634,1069,0
25305,9,25,1,930,528,0
66265,2,6,7,1325,1116,0
69707,4,27,3,1746,1487,0
39302,8,6,6,1300,2518,0
22251,3,1,2,635,1324,0
90410,11,14,2,1231,1086,1
79577,8,26,6,1805,410,1
44984,9,6,3,1743,631,1
92844,1,3,2,1833,913,0
32001,5,21,7,1937,599,0
90166,1,30,7,1924,583,0
98263,10,14,6,1413,963,0
21892,5,26,4,930,173,0
20055,12,12,1,630,318,0
23208,5,16,1,2214,325,1
31030,2,23,3,749,447,0
93392,9,25,1,1645,178,0
91477,11,17,4,905,570,0
260,5,6,6,1901,600,0
30101,9,27,3,1050,480,0
11843,12,11,1,640,1315,0
39528,5,22,1,822,281,0
35410,8,8,1,619,201,0
68453,10,7,5,1738,528,1
92117,6,5,1,1538,224,1
59576,10,18,3,2237,2979,0
4275,9,2,5,859,240,0
75210,5,5,4,1610,772,0
13096,4,5,2,556,888,0
82800,1,17,2,1837,1126,0
21175,12,27,2,700,723,0
84460,10,14,6,1735,313,0
7134,11,9,4,1412,680,0
86732,8,4,5,915,408,0
23267,11,19,6,653,448,0
14338,6,21,2,1505,611,0
61761,12,6,2,1026,475,0
37321,12,1,4,1541,680,1
43935,7,20,4,1127,267,0
53778,5,28,6,2102,956,0
68383,5,9,2,1803,1037,0
20112,6,3,5,843,106,0
2819,10,22,7,2355,2288,1
15014,1,4,3,2048,187,0
47779,4,15,6,613,895,0
20459,11,1,2,1239,866,0
2230,3,26,7,2126,201,0
44177,12,20,3,1613,389,0
18353,9,22,4,644,323,0
4479,12,5,1,1644,1126,0
84138,9,22,4,1435,972,0
72850,4,15,6,815,429,0
53570,11,27,1,1452,1222,0
93935,1,26,3,1002,748,0
22279,7,28,5,1107,547,1
62559,2,6,1,1352,967,0
23476,7,25,2,851,214,0
80595,9,12,1,640,146,0
85402,3,27,1,1113,1642,1
813,3,13,1,1557,669,1
68779,8,19,6,1258,541,0
73479,5,22,1,600,689,0
7411,7,19,3,944,859,0
2942,4,30,7,2240,793,0
19955,7,12,3,915,336,0
80525,3,30,3,1334,388,0
85881,6,8,3,902,529,0
17106,8,29,1,714,762,0
31875,5,8,7,635,264,0
6365,4,10,1,1600,640,1
38528,12,22,4,1828,180,1
39955,11,17,5,749,347,0
63541,4,20,3,2202,813,0
26391,1,29,6,816,1576,1
5907,9,1,4,2016,258,0
21136,10,11,2,1110,223,0
11124,11,19,6,1125,1050,0
20992,3,4,6,950,1521,0
82460,4,15,6,1730,874,0
97890,9,26,1,535,749,0
99361,9,25,1,1119,267,0
42772,8,18,5,720,411,0
32140,12,23,5,2236,1927,0
78181,4,3,1,1020,743,0
1447,2,23,3,1522,630,1
59347,12,18,7,757,1721,0
90936,10,17,2,813,606,0
54346,4,13,4,744,742,0
36844,5,23,2,1450,1515,0
70400,4,24,1,1750,987,0
72558,10,22,7,1347,475,0
6564,5,16,2,2025,334,0
40519,5,20,5,1614,1076,0
60890,12,4,7,1129,1324,1
77906,8,10,3,931,2288,0
26973,1,15,7,1137,925,0
8038,6,22,4,645,2401,0
78529,5,5,4,817,758,0
63765,2,7,1,1804,1258,0
73894,10,9,1,805,140,0
5143,12,28,3,2045,1597,0
77854,6,28,2,616,432,0
62478,5,17,2,619,100,0
3234,8,1,2,1854,342,0
76131,7,28,4,525,534,0
56862,3,3,5,657,308,0
17309,11,21,1,1621,177,0
242,7,18,2,1856,804,1
45793,5,27,6,731,1185,0
84684,12,9,6,2111,194,0
18314,2,13,7,600,642,0
9988,9,15,4,1655,307,0
51872,3,7,1,1302,301,0
14843,4,20,3,1047,590,0
12234,10,31,2,704,235,0
11599,5,7,7,1423,72,0
41400,9,5,1,1420,404,0
39579,5,24,2,1914,325,0
15914,1,13,5,1406,621,0
22955,3,11,5,1609,192,1
49623,9,22,4,1234,383,0
49747,11,7,1,526,623,0
12819,11,4,6,1021,1043,0
45124,4,10,1,1054,310,1
90743,3,17,5,2110,113,0
4163,8,16,3,1355,329,0
75017,9,6,3,1217,197,0
74085,11,24,5,1116,580,0
23082,2,13,1,1636,371,0
37239,8,6,6,659,334,0
17882,4,7,4,1723,325,1
48380,7,19,3,1410,580,0
84990,10,24,1,1025,1123,0
17475,6,7,3,1512,1020,0
53253,8,1,1,1432,1107,0
2979,12,8,5,710,133,0
74314,7,2,6,745,1750,0
22788,5,19,5,1115,358,1
58533,12,22,4,1643,1107,1
47941,11,9,4,815,370,0
11953,2,17,4,1524,689,1
76441,3,26,6,1851,2556,0
79501,4,24,1,1915,399,0
11702,3,14,2,2111,1087,0
35051,4,14,5,1225,239,0
45846,8,25,5,557,1199,0
1609,11,29,2,1008,313,0
57120,9,22,5,1356,872,0
75774,12,3,6,616,1829,0
2805,11,4,5,821,150,0
461,5,7,7,1356,649,1
68535,8,4,5,1132,606,1
75908,7,2,7,1708,687,1
48536,4,7,5,600,288,0
73752,8,27,7,1325,1155,0
48037,5,22,7,1046,788,0
4853,11,1,3,813,187,0
50823,8,10,3,930,390,0
78864,7,18,1,2310,196,1
52654,2,2,4,1443,1635,0
28628,12,24,6,555,191,0
58743,2,16,3,2103,632,0
84811,6,28,3,1735,383,1
44508,6,22,3,725,217,0
95833,10,12,4,904,224,0
31418,3,8,3,708,1167,0
15594,3,15,3,27,1452,1
67950,9,10,6,1259,696,0
64752,1,18,3,958,2139,0
30775,9,1,5,2128,1522,1
60600,7,23,7,918,1162,0
47158,5,17,3,1316,116,0
46640,5,28,7,1741,692,0
33856,5,13,6,1245,669,0
75938,9,16,5,859,868,0
94051,2,28,1,955,349,0
14713,7,23,7,1449,1747,0
55106,7,21,5,2338,1235,1
32383,10,19,3,1555,545,1
96568,7,10,7,1029,944,0
23337,12,24,6,622,810,0
55797,8,2,3,538,313,0
90121,10,12,3,1550,377,0
21076,8,10,4,715,834,0
63092,12,12,2,1943,429,0
39952,3,13,1,2028,236,0
83694,11,23,3,845,236,0
22329,4,13,4,1156,956,1
78949,10,30,1,1730,626,0
49306,4,28,5,1053,197,1
81662,5,15,7,2126,4962,0
27834,9,20,2,540,270,0
61104,1,6,4,2031,669,1
27819,8,21,7,1828,391,0
8144,5,4,4,1854,280,0
79175,5,4,3,1154,462,0
93302,12,10,7,626,677,0
39870,7,15,5,925,589,0
9504,6,28,2,1013,668,0
5210,8,21,7,1438,299,1
92030,1,29,6,848,372,0
90419,11,5,7,1728,366,0
24534,1,3,2,1010,288,0
47271,2,6,7,910,1300,0
32016,6,18,7,1953,455,0
84733,9,9,6,1156,134,0
29577,8,23,2,1605,1310,1
99466,7,30,7,1455,998,0
92311,10,13,5,1454,859,0
49780,11,16,4,1629,317,1
10633,3,19,7,1109,590,0
35697,7,10,7,1027,1045,0
73358,9,18,1,1939,641,0
45517,11,29,3,1113,967,0
69463,1,29,7,1111,529,0
8963,8,27,7,1035,813,0
24121,9,11,7,1545,227,0
71853,4,14,5,905,810,0
38234,3,11,5,1329,964,0
55638,6,14,3,2106,599,1
595,4,26,2,1530,220,0
49828,1,13,5,844,321,0
92099,4,6,4,907,758,0
72333,7,6,4,1925,737,0
41768,3,17,5,1928,190,0
51583,3,28,2,1150,303,1
98364,7,27,3,2128,1449,0
16779,11,4,5,2042,927,0
80503,11,14,2,2051,678,0
85063,6,30,4,30,261,1
65497,8,29,1,1349,235,0
67797,4,19,3,1845,829,0
49353,10,12,3,1637,1197,0
9423,5,31,3,1340,852,0
99895,9,18,7,1123,2576,0
2255,7,3,7,2315,1721,0
89730,1,9,7,2100,644,1
37530,11,23,3,1045,595,0
99730,6,11,7,650,102,0
14955,11,18,5,1635,1491,0
18681,5,12,4,540,307,0
61907,12,19,1,1412,1199,1
65256,2,5,7,857,2139,0
52004,5,25,4,1014,1739,0
71343,7,19,2,1900,646,1
74396,7,10,7,1350,164,0
61833,12,10,7,1622,483,0
85230,11,21,2,1634,258,0
38480,2,15,3,2028,237,0
43955,11,14,2,2144,515,0
65190,6,22,4,1455,264,0
41955,11,21,2,1153,284,0
5758,4,20,3,635,296,0
48276,9,23,6,905,247,0
30646,8,31,4,1531,191,0
37160,9,1,5,1758,407,0
17663,11,3,4,537,1034,0
90954,7,8,5,2208,280,1
23932,7,19,2,724,1121,0
76474,5,22,7,942,223,0
83346,10,12,3,1732,280,1
84530,3,20,7,1325,395,0
31966,1,21,6,1010,365,0
67662,7,7,4,2013,834,0
81238,4,3,7,1149,223,0
86394,12,2,6,724,1195,0
47440,10,4,2,850,679,0
58529,3,15,3,1205,239,0
89418,5,18,3,1420,1107,0
53746,11,8,2,754,780,0
88161,12,23,5,1108,109,1
58889,1,2,7,923,453,0
9180,3,24,4,1622,425,1
87289,10,27,4,806,282,0
30673,10,28,5,1148,624,0
56298,3,8,2,725,417,0
35721,2,1,3,1450,989,0
26875,7,8,5,1419,231,0
66348,1,1,7,1506,177,1
60234,5,29,1,1328,957,0
56873,11,7,1,2100,404,0
48026,9,28,3,1010,861,0
59690,8,25,4,610,267,0
53837,4,29,5,852,120,0
32419,5,13,5,2208,264,1
17426,1,30,7,854,1012,0
1864,2,7,2,1112,640,0
74104,8,11,5,900,554,1
4233,3,18,6,1320,370,1
11986,3,3,4,1630,936,0
74806,6,27,2,1617,908,1
88371,11,4,6,1954,64,0
95368,3,24,4,907,254,0
48962,2,5,6,1137,157,0
72115,3,9,4,1222,140,1
62930,4,14,4,1415,732,0
91966,10,15,6,2229,267,0
90911,2,21,2,1917,399,0
31525,1,25,2,658,258,0
22528,7,31,1,1623,137,0
30296,12,13,3,1345,201,0
91498,6,16,5,1645,1440,0
2583,9,29,5,1038,317,0
71009,9,16,6,2255,282,1
55869,7,15,5,1945,413,1
32206,8,21,7,853,522,0
31440,9,27,3,1450,946,0
55064,6,11,6,1833,224,1
90068,12,2,5,1939,1589,0
59027,5,6,5,1238,1028,0
79684,9,14,4,2116,386,0
72722,8,30,2,910,238,0
55055,5,9,1,2052,700,0
85231,10,10,2,938,745,0
22758,3,16,3,2135,444,0
77820,3,28,2,1601,472,0
25826,8,30,3,1823,762,0
64096,12,26,2,830,678,0
86476,1,6,5,2105,491,0
33073,5,24,2,713,1167,0
45947,12,27,3,835,1005,1
93084,9,13,2,1715,354,0
70508,11,19,6,850,361,0
74854,11,28,1,1357,209,0
11911,8,22,2,834,1438,0
42650,11,7,2,1546,733,1
80942,7,24,1,1756,668,0
5353,11,13,1,1729,1864,0
9335,9,30,6,1001,418,0
54501,10,16,7,1251,1220,0
66978,11,7,2,618,1501,0
65481,1,17,2,744,2253,0
79972,6,28,2,1700,239,0
6609,12,20,3,1502,783,0
43499,6,1,3,1056,1119,1
52731,2,4,6,2037,100,1
4490,1,6,5,603,347,0
65646,7,27,3,1358,551,1
50510,5,14,7,1754,763,0
31189,12,14,3,1950,495,1
36954,12,10,6,1100,871,0
77418,4,2,6,1926,2576,1
95053,7,24,1,1635,214,0
50460,2,5,7,1121,728,0
41443,8,10,4,1842,425,1
41930,12,11,7,1201,300,0
59135,4,21,5,2300,2153,0
83208,2,17,4,1513,700,0
56701,4,8,6,907,288,1
87476,2,16,3,1007,930,0
50046,10,20,5,1454,151,1
82656,5,27,6,1237,214,0
47593,6,18,7,1130,196,1
36557,12,28,4,1310,802,0
35204,12,13,3,859,282,0
68049,9,23,6,1705,552,0
22648,4,26,3,1027,826,0
2150,12,6,2,1900,376,0
2093,10,3,1,648,204,0
96072,2,21,2,829,372,0
84776,8,19,6,1608,1723,1
4784,11,8,2,1455,1781,0
23951,6,14,2,720,1733,1
23783,9,12,2,1912,381,1
80182,6,10,6,900,1825,0
5837,10,18,2,1155,185,0
14008,11,8,3,821,478,0
15730,3,3,5,1915,2295,0
64996,3,16,3,738,376,0
40988,4,15,5,1725,1156,0
16432,6,29,3,1729,581,1
77539,10,17,1,2046,2172,0
18553,3,15,3,1314,1182,0
41358,12,28,3,1605,2419,0
56978,12,23,5,833,562,0
7406,3,22,3,2040,925,0
18579,3,25,6,1705,984,0
1455,11,9,4,1050,106,0
42627,1,10,2,557,589,0
24038,5,14,6,1020,281,0
88292,3,22,2,2145,451,1
63931,11,2,3,1630,872,0
10126,7,12,2,1854,984,1
31360,5,21,6,800,671,1
46523,3,4,6,2116,451,0
95410,9,27,3,1050,370,0
30799,11,1,2,1230,187,0
51838,12,14,3,1434,1635,1
46728,10,23,1,1602,501,0
19415,4,7,4,1805,781,0
20686,9,16,5,927,612,0
7323,10,12,3,1355,934,0
97200,9,2,6,1044,552,0
49254,9,4,7,1545,671,0
26108,8,31,4,1836,337,0
75282,7,13,3,1644,1055,0
8053,10,28,6,1948,732,0
93299,6,14,3,1605,301,1
7759,4,6,3,1602,1521,1
96645,5,11,3,2013,749,0
79110,4,7,4,1317,390,0
72789,1,19,3,1544,414,0
38958,8,22,2,1415,644,0
59343,8,28,1,1611,417,1
11034,7,26,3,1652,1927,1
89792,1,27,5,1011,583,0
31748,12,29,5,623,416,0
87847,6,20,1,1538,201,0
87606,6,25,6,959,849,0
30969,11,17,4,1730,541,0
29032,9,5,2,1300,100,0
264,9,18,7,1641,743,0
25802,8,7,7,2216,595,1
91793,2,28,2,1554,647,0
2846,10,6,4,1717,1929,0
99067,7,19,2,648,228,0
13875,2,27,7,913,1515,0
46835,6,6,2,736,571,0
9598,8,17,3,800,1671,0
67887,8,3,3,750,181,0
98121,4,23,6,759,308,0
10393,5,19,4,730,671,0
85287,5,4,4,1242,781,0
35222,5,10,3,1319,1541,1
14626,9,2,6,747,944,0
67633,12,28,3,1237,280,0
40063,9,2,5,1057,1195,1
50507,3,25,5,1258,631,1
91708,3,30,3,1713,1532,0
76355,1,17,2,1646,158,0
45689,8,11,5,1300,185,1
3771,1,23,1,624,936,0
7447,7,14,4,805,910,1
67814,2,21,2,1055,787,0
51915,4,11,1,1222,629,0
82528,4,20,4,1202,501,0
41117,11,29,3,2052,153,0
53304,3,17,5,1918,239,0
91352,4,10,1,1812,1585,0
27554,1,29,7,1742,110,0
10366,5,8,7,839,1050,0
40590,2,16,3,954,1249,0
11079,9,5,1,927,629,0
85416,6,29,4,2138,528,1
7970,9,23,5,1921,332,1
4706,6,26,7,2030,419,0
68743,12,23,6,1102,181,0
36963,4,17,7,1910,229,0
80028,4,11,2,1500,781,0
31823,5,22,1,1357,409,1
31825,11,20,7,903,1558,0
93968,1,17,1,1816,457,1
30044,11,17,4,618,986,0
31538,10,3,1,859,866,0
28618,7,28,4,558,270,0
68584,10,5,4,1802,2433,0
35479,2,24,5,658,1855,0
22113,10,20,5,720,102,0
818,7,5,2,1102,258,1
58221,1,1,7,938,1379,0
40417,8,6,7,1406,964,0
91920,4,24,1,729,1011,0
85918,11,16,3,1730,539,0
41366,4,3,1,1632,299,1
97445,6,19,1,1210,590,0
50127,9,28,3,1945,717,0
51582,7,26,2,1755,678,1
88967,4,19,2,1557,383,1
97561,11,10,5,1932,329,0
68671,12,16,5,1115,650,0
85477,2,22,3,1653,169,0
21480,1,7,6,1029,447,0
71905,8,5,6,2128,447,0
71372,11,13,1,1935,119,1
49836,4,10,7,2054,185,0
7042,4,4,2,734,1249,0
5177,3,6,7,1146,641,0
73478,2,15,2,542,692,0
46075,4,18,2,644,209,0
40274,8,2,2,628,925,0
77338,11,25,6,1239,944,0
15216,10,23,1,2006,213,1
53462,8,27,6,1800,576,0
1178,8,20,6,1151,2066,0
18850,3,5,7,1211,906,0
24628,8,15,1,1639,365,0
99569,6,7,2,921,424,0
61346,10,7,5,933,2182,1
9208,5,10,3,1636,181,0
95985,7,7,5,1226,2398,0
44203,5,16,2,1238,1033,0
70810,9,3,7,1045,867,0
96810,12,19,2,2013,812,1
22807,11,30,4,1235,152,0
26920,2,18,5,1245,1166,0
35307,3,17,4,1852,383,0
8683,10,11,3,1143,551,0
12654,6,10,5,1528,185,0
41467,12,5,1,946,371,0
32847,10,11,2,1135,925,0
3638,11,22,2,800,2277,0
95576,7,23,7,1827,329,0
11568,6,4,6,1915,1372,0
70695,8,19,5,2230,821,1
68052,3,7,1,1805,324,0
189,7,9,7,2059,1597,0
85226,7,15,6,759,869,0
59064,5,26,4,957,468,0
11435,8,20,6,1010,670,0
45076,4,13,4,1254,366,0
32052,6,13,1,1115,500,0
40956,1,8,6,1053,224,0
81487,12,13,3,2246,1772,0
15371,8,27,7,1300,332,0
30781,8,13,6,1323,1745,0
11226,1,6,5,2108,521,0
10261,4,26,3,744,1562,0
59693,7,17,7,1322,406,0
